date_local,site_num,co_mean,hap_mean,lead_mean,o2_mean,o3_mean,t_mean
2018-06-07,8001,0.23333299999999998,-0.004,0.0055899999999999995,8.452380999999999,0.032545,68.454167
2018-10-29,0002,0.679167,5.4,0.0103,31.858333,0.031293999999999995,67.545833
2018-05-14,8001,0.219042,0.66,0.0032099999999999997,8.045833,0.038,62.654166999999994
2018-10-29,8001,0.57083299999999992,0.0,0.01,25.8125,0.033941,67.720833
2019-06-26,8001,0.187476,0.0,0.010700000000000001,5.11,0.041857,68.4625
2019-08-13,1103,0.294118,0.02,0.019,13.329412,0.022917,72.079167
2018-09-23,8001,0.30416699999999997,0.00528,0.010100000000000001,10.6625,0.043000000000000003,74.37083299999999
2019-09-06,8001,0.25,0.1,0.006,12.416666999999999,0.038,83.162500000000009
2019-09-30,8001,0.28750000000000003,0.0,0.0039299999999999995,12.25,0.028940999999999998,61.879166999999995
2018-03-03,1002,0.20130399999999998,1.1,0.00065,13.156521999999999,0.023646999999999998,44.7
2018-07-13,1103,0.225,0.0,0.00639,7.3875,0.027353,74.908333
2019-07-08,1103,0.2,0.00065,0.0058899999999999994,8.1,0.034706,67.162500000000009
2019-03-10,0008,0.20060899999999998,0.2,0.00065,10.413043,0.026059,49.587500000000006
2018-07-25,0005,0.2,0.0,0.002,6.259091,0.032,72.555556
2018-08-18,1022,0.2521,0.002,0.00226,3.4,0.040538,78.66666699999999
2018-03-15,1022,0.190429,0.0020599999999999998,0.00065,1.3333329999999999,0.041922999999999995,56.166667
2019-03-04,0006,0.203042,0.002,0.001,6.2916669999999995,0.022352999999999998,53.875
2018-07-25,1022,0.269238,1.9000000000000001,0.0049499999999999995,5.428571,0.042286,77.875
2018-02-19,1022,0.17618999999999999,0.1,0.0019299999999999999,0.666667,0.042692,53.541667
2019-06-14,8001,0.2,0.001,0.00422,6.329167,0.040471,67.162500000000009
2019-07-08,1002,0.13147799999999998,0.00873,0.00648,3.96087,0.026118,68.170833
2018-08-30,1103,0.408333,0.25,0.007,18.0,0.029058999999999998,74.4375
2018-06-07,8001,0.23333299999999998,0.0,0.0055899999999999995,8.452380999999999,0.032545,68.454167
2019-06-14,1002,0.133333,1.1,0.00295,5.517391,0.030941,71.413043
2018-12-04,0008,0.325,0.0,0.00187,11.156521999999999,0.009706,48.408333
2019-09-15,1022,0.29576199999999997,0.001,0.00583,6.952381,0.045356999999999995,79.833333
2018-06-07,8001,0.23333299999999998,-0.001,0.0055899999999999995,8.452380999999999,0.032545,68.454167
2019-06-26,1103,0.245833,0.0,0.006,9.683333,0.033176,65.970833
2019-06-02,0008,0.16478299999999999,0.0,0.00065,3.182609,0.042588,78.12083299999999
2019-04-27,1022,0.2,0.00095999999999999992,0.00268,2.5714289999999997,0.042922999999999996,63.708332999999996
2018-07-13,1103,0.23750000000000002,0.001,0.005,7.3875,0.027353,74.908333
2018-12-16,1103,0.9375,3.2,0.007,23.670833,0.012,57.979167
2019-06-26,1103,0.241667,0.3,0.0074899999999999993,9.125,0.033176,65.970833
